ts,open,high,low,close,volume
2025-05-01,2.1907,2.2567,2.1868,2.2123,96594610.5
2025-05-02,2.2122,2.2411,2.192,2.2093,84810475.2
2025-05-03,2.2093,2.22,2.176,2.1872,48541368.0
2025-05-04,2.1872,2.2188,2.151,2.156,58758870.6
2025-05-05,2.1561,2.2,2.1067,2.1306,129350396.3
2025-05-06,2.1306,2.1595,2.0777,2.155,110021214.0
2025-05-07,2.155,2.1716,2.1039,2.1265,91759518.6
2025-05-08,2.1264,2.3297,2.1176,2.3272,220454318.8
2025-05-09,2.3272,2.4291,2.2845,2.3439,270485423.5
2025-05-10,2.3438,2.477,2.3359,2.4711,173584546.1
2025-05-11,2.4711,2.4844,2.3283,2.367,162582479.5
2025-05-12,2.3671,2.6549,2.3515,2.5439,507950822.4
2025-05-13,2.544,2.6053,2.4215,2.5829,230851038.9
2025-05-14,2.5828,2.6516,2.5194,2.5503,213599727.4
2025-05-15,2.5504,2.5719,2.3525,2.3856,209320078.3
2025-05-16,2.3856,2.4399,2.3471,2.3798,136943221.2
2025-05-17,2.3797,2.3892,2.2984,2.3531,105734565.8
2025-05-18,2.3531,2.4497,2.332,2.428,110034544.5
2025-05-19,2.428,2.441,2.2827,2.3803,162880946.4
2025-05-20,2.3803,2.409,2.3141,2.3565,136293676.8
2025-05-21,2.3565,2.4288,2.3308,2.3952,175070666.7
2025-05-22,2.3953,2.4555,2.3881,2.4311,145040194.5
2025-05-23,2.4311,2.4799,2.2838,2.2966,197335455.4
2025-05-24,2.2965,2.36,2.2859,2.3303,50781088.2
2025-05-25,2.3304,2.345,2.266,2.3417,81478273.4
2025-05-26,2.3416,2.3593,2.2958,2.3103,75168770.0
2025-05-27,2.3103,2.3543,2.2671,2.3168,94046517.5
2025-05-28,2.3167,2.3232,2.2265,2.2742,99791200.4
2025-05-29,2.2742,2.3125,2.238,2.2442,99100514.7
2025-05-30,2.2441,2.2523,2.1297,2.1398,192557829.6
2025-05-31,2.1397,2.2065,2.0794,2.1738,109349888.0
2025-06-01,2.1739,2.1879,2.1231,2.1792,62964847.7
2025-06-02,2.1792,2.2045,2.1357,2.1965,96478578.8
2025-06-03,2.1965,2.2821,2.1838,2.2446,110034231.1
2025-06-04,2.2445,2.2658,2.1951,2.2009,82924089.7
2025-06-05,2.2009,2.2265,2.0591,2.0936,152227799.7
2025-06-06,2.0936,2.1903,2.0812,2.1598,92539769.1
2025-06-07,2.1598,2.1912,2.1475,2.1769,40526697.0
2025-06-08,2.1768,2.2988,2.1661,2.267,115809963.6
2025-06-09,2.2669,2.3293,2.2223,2.3211,128620231.2
2025-06-10,2.321,2.3276,2.2601,2.3074,119887307.8
2025-06-11,2.3074,2.3379,2.2524,2.2704,118779485.5
2025-06-12,2.2704,2.2733,2.1706,2.1899,98220197.3
2025-06-13,2.19,2.1918,2.0828,2.1472,171924272.9
2025-06-14,2.1473,2.1801,2.1093,2.1394,67644610.7
2025-06-15,2.1393,2.1759,2.1375,2.1655,46595619.5
2025-06-16,2.1655,2.337,2.1512,2.238,180775839.0
2025-06-17,2.2379,2.2572,2.1417,2.159,145998030.0
2025-06-18,2.1591,2.1808,2.1181,2.1705,95962168.0
2025-06-19,2.1704,2.1855,2.1441,2.1648,56149358.1
2025-06-20,2.1647,2.1797,2.0852,2.1194,97632569.9
2025-06-21,2.1195,2.145,2.0,2.0632,88671293.2
2025-06-22,2.0632,2.0898,1.9083,2.0172,206511372.5
2025-06-23,2.0173,2.1706,1.9615,2.1584,175076963.6
2025-06-24,2.1584,2.2165,2.1316,2.1898,131247333.7
2025-06-25,2.1897,2.2296,2.1696,2.1859,91578502.0
2025-06-26,2.1858,2.2127,2.0956,2.1054,120378866.1
2025-06-27,2.1053,2.1556,2.0671,2.1419,120577000.3
2025-06-28,2.142,2.2079,2.1336,2.1854,70042779.0
2025-06-29,2.1855,2.2198,2.1754,2.2061,46097897.5
2025-06-30,2.2062,2.3271,2.165,2.2362,151525906.2
2025-07-01,2.2362,2.2537,2.1475,2.172,123558690.1
2025-07-02,2.1719,2.2917,2.157,2.2336,149340795.4
2025-07-03,2.2335,2.3135,2.2243,2.2569,148388595.0
2025-07-04,2.2569,2.2678,2.196,2.2205,72289199.1
2025-07-05,2.2205,2.2339,2.2014,2.2178,34058390.3
2025-07-06,2.2177,2.29,2.2086,2.2709,92108127.5
2025-07-07,2.2709,2.3537,2.2552,2.2708,176317450.7
2025-07-08,2.2707,2.3223,2.2485,2.3108,106456008.6
2025-07-09,2.3109,2.4288,2.2975,2.4038,181518399.8
2025-07-10,2.4038,2.5678,2.3931,2.5471,209526484.8
2025-07-11,2.5471,2.975,2.5119,2.7322,615361834.0
2025-07-12,2.7323,2.8479,2.6629,2.7395,341517152.0
2025-07-13,2.7395,2.8949,2.7232,2.8361,260642506.5
2025-07-14,2.8361,3.035,2.8207,2.9582,442537809.2
2025-07-15,2.9582,2.9582,2.8038,2.919,303965280.7
2025-07-16,2.9189,3.1,2.8774,3.038,272284618.2
2025-07-17,3.038,3.5495,2.9873,3.4814,648338845.19
2025-07-18,3.4813,3.6607,3.3439,3.4135,608722890.71
2025-07-19,3.4136,3.4855,3.3547,3.4244,204901034.5
2025-07-20,3.4243,3.5579,3.3856,3.454,281874484.3
2025-07-21,3.4541,3.6495,3.4076,3.5495,259730581.6
2025-07-22,3.5494,3.5787,3.4218,3.5504,248664612.7
2025-07-23,3.5504,3.5519,3.02,3.1838,444396661.3
2025-07-24,3.1839,3.2651,2.9555,3.1453,366456463.4
2025-07-25,3.1454,3.1618,2.9981,3.1423,234280821.9
2025-07-26,3.1422,3.2181,3.1088,3.1662,96831223.5
2025-07-27,3.1662,3.2515,3.1564,3.2389,130449208.1
2025-07-28,3.239,3.3308,3.1073,3.1235,221823612.3
2025-07-29,3.1235,3.1856,3.0533,3.128,157430969.9
2025-07-30,3.1281,3.1621,3.001,3.0966,173643335.4
2025-07-31,3.0967,3.1784,3.0108,3.0224,135512300.3
2025-08-01,3.0223,3.059,2.892,2.9613,260984696.4
2025-08-02,2.9614,3.0206,2.7387,2.7695,180733656.7
2025-08-03,2.7695,2.9625,2.728,2.948,149417377.8
2025-08-04,2.9481,3.0899,2.9312,3.0716,164651624.4
2025-08-05,3.0715,3.1072,2.9164,2.9623,144253297.7
2025-08-06,2.9622,3.0187,2.9014,2.9908,114399575.6
2025-08-07,2.9908,3.3338,2.9641,3.3197,212195633.1
2025-08-08,3.3196,3.3825,3.2051,3.2859,273926156.0
2025-08-09,3.2858,3.3475,3.2083,3.2259,130645790.7
2025-08-10,3.2259,3.2795,3.1521,3.187,123144721.1
2025-08-11,3.1869,3.3342,3.1176,3.1295,223589776.8
2025-08-12,3.1295,3.3067,3.1041,3.2676,154532178.9
2025-08-13,3.2675,3.335,3.2026,3.2744,193301023.7
2025-08-14,3.2744,3.3512,2.9915,3.0792,301672247.6
2025-08-15,3.0792,3.1427,3.0024,3.0779,134927479.5
2025-08-16,3.0778,3.156,3.0715,3.1055,64524770.2
2025-08-17,3.1056,3.1472,3.0773,3.0877,66692097.5
2025-08-18,3.0877,3.0969,2.9404,3.0616,163460914.2
2025-08-19,3.0616,3.0808,2.8488,2.8608,149185188.7
2025-08-20,2.8608,2.9896,2.8184,2.9512,152651462.5
2025-08-21,2.9512,2.9588,2.8424,2.8519,91372655.6
2025-08-22,2.8518,3.1056,2.7826,3.0744,255042164.6
2025-08-23,3.0745,3.0756,2.9697,3.0485,103250847.4
2025-08-24,3.0486,3.128,2.987,3.0258,157353334.0
2025-08-25,3.0259,3.0535,2.8223,2.8584,176144258.4
2025-08-26,2.8584,3.0817,2.8459,3.0123,160522587.8
2025-08-27,3.0123,3.0454,2.9621,2.9688,124270806.9
2025-08-28,2.9688,3.0263,2.9432,2.9665,110595938.3
2025-08-29,2.9665,2.9768,2.7734,2.8195,169431466.9
2025-08-30,2.8195,2.8349,2.7604,2.8181,68213469.6
2025-08-31,2.818,2.8693,2.7707,2.7757,56440031.3
2025-09-01,2.7757,2.839,2.6975,2.7589,179805399.6
2025-09-02,2.7589,2.8641,2.7484,2.862,134689040.5
2025-09-03,2.862,2.8867,2.811,2.8443,96774293.1
2025-09-04,2.8442,2.8629,2.7842,2.7946,94539630.5
2025-09-05,2.7947,2.8849,2.778,2.8147,120949495.7
2025-09-06,2.8146,2.8289,2.7927,2.8098,31389546.6
2025-09-07,2.8098,2.9285,2.8092,2.877,82776839.1
2025-09-08,2.877,2.9964,2.8627,2.9697,121406178.2
2025-09-09,2.9698,3.0365,2.9337,2.9474,116913430.2
2025-09-10,2.9474,3.024,2.9357,2.9834,85328678.0
2025-09-11,2.9834,3.049,2.9507,3.0398,115124443.9
2025-09-12,3.0398,3.1376,3.018,3.1054,130413008.1
2025-09-13,3.1054,3.1858,3.089,3.1193,112791516.9
2025-09-14,3.1193,3.1267,3.0099,3.0279,86444642.8
2025-09-15,3.028,3.0669,2.9532,2.9969,121536076.0
2025-09-16,2.9969,3.0586,2.9642,3.0376,76953763.0
2025-09-17,3.0376,3.1079,2.9814,3.0841,132508658.4
2025-09-18,3.0841,3.1397,3.0558,3.0735,121098940.7
2025-09-19,3.0735,3.0941,2.9784,2.9901,92714638.6
2025-09-20,2.99,3.0091,2.9652,2.975,62723730.0
2025-09-21,2.975,3.0135,2.9523,2.9701,45668741.1
2025-09-22,2.9701,2.9755,2.6975,2.8526,228747192.9
2025-09-23,2.8525,2.8964,2.7991,2.8247,100392302.3
2025-09-24,2.8247,2.9955,2.7883,2.9257,125417232.6
2025-09-25,2.9257,2.9446,2.7244,2.7435,196421176.9
2025-09-26,2.7435,2.809,2.6984,2.7835,162801304.7
2025-09-27,2.7836,2.8287,2.7619,2.8047,44703806.2
2025-09-28,2.8047,2.8675,2.7661,2.8674,65853510.0
2025-09-29,2.8675,2.9289,2.8454,2.8801,116473375.3
2025-09-30,2.8801,2.9077,2.8132,2.8468,100392419.7
2025-10-01,2.8468,2.9616,2.8141,2.9485,136262408.8
