ts,open,high,low,close,volume
2025-05-29 08:00:00,2.2796,2.304,2.277,2.3019,13822778.7
2025-05-29 12:00:00,2.3019,2.3095,2.266,2.2764,20775530.8
2025-05-29 16:00:00,2.2765,2.2914,2.2532,2.2643,16793641.0
2025-05-29 20:00:00,2.2643,2.2835,2.238,2.2442,12593653.2
2025-05-30 00:00:00,2.2441,2.2523,2.1316,2.2175,67912532.2
2025-05-30 04:00:00,2.2175,2.2253,2.174,2.1904,29063184.1
2025-05-30 08:00:00,2.1904,2.2145,2.1702,2.2066,20875114.1
2025-05-30 12:00:00,2.2067,2.2099,2.1624,2.1836,27732187.1
2025-05-30 16:00:00,2.1836,2.2058,2.135,2.186,27724734.1
2025-05-30 20:00:00,2.1861,2.1969,2.1297,2.1398,19250078.0
2025-05-31 00:00:00,2.1397,2.1487,2.0794,2.1103,41757803.8
2025-05-31 04:00:00,2.1103,2.143,2.0996,2.1289,13298977.9
2025-05-31 08:00:00,2.1289,2.1533,2.1278,2.1394,13948026.2
2025-05-31 12:00:00,2.1395,2.1815,2.1394,2.173,15227506.0
2025-05-31 16:00:00,2.173,2.2065,2.1705,2.1919,14939093.6
2025-05-31 20:00:00,2.1919,2.2003,2.1719,2.1738,10178480.5
2025-06-01 00:00:00,2.1739,2.1786,2.1495,2.1637,8979874.6
2025-06-01 04:00:00,2.1636,2.1768,2.1548,2.1594,5223203.8
2025-06-01 08:00:00,2.1593,2.1604,2.1231,2.1411,14132547.4
2025-06-01 12:00:00,2.1411,2.1561,2.1263,2.1522,10342329.0
2025-06-01 16:00:00,2.1522,2.1767,2.1454,2.1675,14629188.1
2025-06-01 20:00:00,2.1675,2.1879,2.1534,2.1792,9657704.8
2025-06-02 00:00:00,2.1792,2.1834,2.1509,2.1574,13479500.6
2025-06-02 04:00:00,2.1575,2.1794,2.1572,2.1633,17246122.1
2025-06-02 08:00:00,2.1633,2.1793,2.1357,2.143,22409211.0
2025-06-02 12:00:00,2.143,2.1636,2.1375,2.1594,16570147.4
2025-06-02 16:00:00,2.1594,2.1786,2.1494,2.1653,9852198.9
2025-06-02 20:00:00,2.1653,2.2045,2.1653,2.1965,16921398.8
2025-06-03 00:00:00,2.1965,2.2219,2.1845,2.1958,19802657.9
2025-06-03 04:00:00,2.1957,2.207,2.1876,2.19,10719150.6
2025-06-03 08:00:00,2.19,2.2202,2.1838,2.2149,13269549.8
2025-06-03 12:00:00,2.2148,2.2759,2.2058,2.2631,26974889.3
2025-06-03 16:00:00,2.2632,2.2819,2.24,2.2814,19883797.3
2025-06-03 20:00:00,2.2815,2.2821,2.2346,2.2446,19384186.2
2025-06-04 00:00:00,2.2445,2.2658,2.2297,2.2528,13895863.8
2025-06-04 04:00:00,2.2528,2.253,2.2276,2.234,12122598.0
2025-06-04 08:00:00,2.2339,2.2642,2.2332,2.253,12928440.6
