ts,comp_score,is_bullish,atr_pct,rsi,macd_hist_norm,vol_ratio,label
2026-01-13 16:00:00,6.48,1,1.1933562255400627,68.69720961073374,3.2100095737502548,1.9877701619056076,0
2026-01-13 20:00:00,5.56,1,1.252816705998177,78.94572873106831,5.788712003642058,4.167296917033882,0
2026-01-14 00:00:00,6.11,1,1.3059775439882535,80.57393794379841,7.593846825157924,1.7086520914378787,0
2026-01-14 04:00:00,6.11,1,1.6361347913488633,76.62486626473881,8.053355350995052,1.1989222251106084,0
2026-01-14 08:00:00,5.37,1,1.6842190375916049,65.95510284471595,7.000361505606055,1.063495624341738,0
2026-01-14 16:00:00,5.0,1,1.6327251808718313,72.77984268901207,6.778880045750293,2.0636321488939675,0
2026-01-14 20:00:00,5.37,1,1.7416638421014066,70.31381969936703,6.087206769465715,0.7768307162384526,0
2026-01-15 16:00:00,6.11,1,1.9262097522320598,56.27587904397211,0.20445477720381697,1.2957621251310643,0
2026-01-15 20:00:00,6.11,1,2.0511535747969383,58.78478221112212,-0.43221662846743464,0.47340399825245594,0
2026-01-19 04:00:00,4.63,1,0.8466619663294936,37.38684955775595,-4.60256053863145,2.1633371782048485,0
2026-01-26 16:00:00,5.0,0,1.2303521817596357,50.20688650905039,2.6714843130705836,1.515942128839487,0
2026-01-26 20:00:00,5.37,0,1.397360582802524,49.36182949824713,2.9052620750742215,0.9865148811484836,0
2026-01-27 04:00:00,4.63,0,0.9449002228050167,50.82339719333457,2.2184981288460666,1.4297776470152608,0
2026-01-27 08:00:00,4.63,0,0.9974833725728188,47.959559406424184,2.2069496767613948,1.413634585853213,0
2026-02-25 16:00:00,5.37,0,2.0341502445215447,71.72983509057264,11.396389931634836,1.8134333256188273,0
2026-02-25 20:00:00,6.3,0,2.3671704542058105,58.38585906818535,9.637936547425424,2.0847197584181134,0
2026-02-25 20:00:00,5.74,0,1.850566028125786,59.19034590228241,7.993610107482089,1.0583712646221075,0
2026-03-13 04:00:00,5.74,1,2.070043172884851,59.91725036966002,3.499202724936989,0.8360405429969132,0
2026-03-13 08:00:00,6.11,0,1.4676001368016536,63.41838290787635,2.715161705831715,1.405719504813871,0
2026-03-13 16:00:00,5.37,1,2.287770708823342,58.10757134193811,3.6322318613001743,0.958493233407668,0
2026-03-16 04:00:00,5.74,1,1.5131619129053904,72.12597147056151,5.70028660651146,1.7660606898541589,0
2026-03-16 08:00:00,5.93,1,1.5893333333333302,72.58824593414712,6.301307981234738,0.8991869606326005,0
2026-03-16 16:00:00,5.93,1,1.607724278662203,74.04204779183239,6.486477634361948,1.4670182038043498,0
2026-03-16 20:00:00,4.81,1,1.6632016632016606,76.09735696977938,7.0500083190806535,1.5334259935944903,0
2026-03-17 00:00:00,5.19,1,1.8003310604564975,64.30087041334895,5.655595734669967,1.50693021173732,0
2026-03-17 04:00:00,6.11,1,1.936225570278936,65.30695011898891,4.470519773932266,0.7123098176941853,0
2026-03-18 16:00:00,5.74,1,2.2577683085037177,42.78990916155754,-9.079321029605916,1.0101371771765832,0
2026-03-18 16:00:00,4.63,1,1.6243149388191114,38.023104472398636,-5.8838058242984275,1.0774563402622408,1
2026-03-30 12:00:00,4.63,0,1.248699271592092,47.31608414777103,3.3937297551782106,1.4025351548285379,1
2026-04-05 16:00:00,5.37,0,0.6259386126018145,52.590743881177815,0.7175909076632251,0.5252523658144184,0
2026-04-06 04:00:00,5.0,0,0.9537624467327681,63.59864034839545,3.2097437772027546,1.8492587777786036,1
2026-04-12 16:00:00,4.63,1,1.603923604860705,47.76233058065189,-4.574957531489418,0.4806168689974966,0
2026-04-13 20:00:00,4.63,0,0.9767672096249779,64.93736808602254,2.575330947565395,2.1438161210342734,0
2026-04-17 16:00:00,4.63,1,1.4495064558493371,66.7933055667919,1.583501993490182,1.209624930631625,0
2026-04-17 16:00:00,5.37,1,1.2309972702423855,69.86843812532724,2.4713227978378125,1.0654834884645563,0
2026-04-17 20:00:00,6.85,1,1.6845804051260878,64.71667002530404,1.8740967954182512,1.2566707596374436,0
2026-04-18 12:00:00,6.11,1,1.6422007702405765,52.47210528228906,-1.7409083959755787,0.9576601962554573,0
2026-04-26 20:00:00,6.11,1,0.7288340584393687,63.288443874100814,2.710346296077062,1.8547145711529824,1
2026-04-27 00:00:00,5.37,1,0.7427843676460513,69.06911828389714,3.5365410293745083,2.0001400519744617,1
2026-04-27 00:00:00,5.74,1,0.7857794280502903,62.577587799251,1.5339225333021338,2.9469458724611246,1
2026-04-27 00:00:00,5.0,1,0.6053164848970263,65.00769507706129,0.9957150846943935,1.9974158258395913,1
2026-04-27 04:00:00,7.22,1,0.7974668699425351,42.313491936782555,0.06358422625735123,2.286040225765379,1
2026-04-27 04:00:00,5.0,1,0.6368051907219938,48.70542183566793,0.09785161017376685,2.188550730564839,1
2026-04-27 04:00:00,6.11,1,0.7720482331990942,45.257356392633234,1.8449856958612374,2.720609420837145,1
2026-04-27 08:00:00,6.11,1,0.8746355685131192,42.25334851350477,-0.9060886738652332,1.503956898987987,0
2026-04-27 08:00:00,5.74,1,0.8590304708629672,46.36367149109787,0.725776311824559,1.1181605777759727,1
2026-04-27 08:00:00,5.0,1,0.6705522392677732,50.81170233375279,-0.3185527113298167,0.9885134374186924,1
2026-04-27 12:00:00,4.81,1,1.0336224307948192,36.21153408524881,-2.3193723034389597,1.9360079596424056,0
2026-04-27 16:00:00,5.56,1,1.0850612644299378,41.440566580515465,-2.0938083567001513,1.5511217307339211,1
2026-04-27 16:00:00,5.0,1,0.7929550929524773,43.30674121985252,-2.0781786756659546,1.55325610035219,1
2026-05-01 16:00:00,4.63,0,1.368125319257619,48.35133736564884,2.2427032765563872,0.8480700636271965,0
2026-05-04 00:00:00,6.11,0,0.47218529910009,62.21520963819151,1.6260004957835037,2.9160463546698945,1
2026-05-04 12:00:00,4.81,1,1.0370075437519377,58.11150145825186,1.9077658467403846,2.750191641822647,0
2026-05-12 20:00:00,5.37,1,1.0244852597271037,46.361214306428586,-1.489607456823578,0.4479362570356454,0
2026-05-16 08:00:00,5.0,1,1.3388763220639481,39.02529817897827,-4.965011639808266,1.3144069877310396,0
2026-05-20 16:00:00,4.63,0,0.9293785598066824,50.552131628654784,2.428615384326051,0.7601009639854304,0
2026-05-24 00:00:00,5.37,1,1.1603311318744864,56.03040612003959,0.5190809851147831,0.5669041911107541,0
2026-05-25 16:00:00,6.11,1,1.0550857418922075,57.29739887170025,1.6124386900918128,1.1533912709913405,0
2026-05-26 04:00:00,6.11,1,0.9386178870617755,51.235697914195384,0.08960766832206332,1.1519420253562171,0
2026-05-26 16:00:00,5.19,0,1.2163886713732661,41.39875990187994,-0.6479065312094331,1.5867637526836358,0
2026-05-26 16:00:00,6.48,1,0.9170941657247207,49.799327720217704,-0.5141424590377632,0.9022166955432624,0
2026-05-26 20:00:00,5.0,0,1.3732753115616188,41.28000038790114,-1.1942762089959444,0.520455024211499,0
2026-05-26 20:00:00,4.63,0,1.1564421134087102,38.28779509377699,-0.9685848650472337,0.5859573323675283,0
