ts,open,high,low,close,volume
2023-06-01 00:00:00,1872.85,1889.61,1867.2,1870.65,286414.661
2023-06-01 01:00:00,1870.65,1879.05,1870.39,1873.32,112125.785
2023-06-01 02:00:00,1873.32,1874.29,1845.0,1851.52,252476.858
2023-06-01 03:00:00,1851.52,1857.77,1837.94,1854.81,218103.28
2023-06-01 04:00:00,1854.81,1856.06,1851.37,1854.11,67006.12
2023-06-01 05:00:00,1854.11,1857.89,1852.61,1854.87,50303.802
2023-06-01 06:00:00,1854.87,1856.47,1852.64,1854.27,58063.675
2023-06-01 07:00:00,1854.27,1859.59,1850.02,1853.6,82694.939
2023-06-01 08:00:00,1853.6,1860.9,1851.21,1859.82,64370.986
2023-06-01 09:00:00,1859.82,1865.38,1859.31,1861.27,74501.594
2023-06-01 10:00:00,1861.27,1862.69,1858.52,1858.69,47487.657
2023-06-01 11:00:00,1858.7,1861.7,1857.12,1860.8,38326.928
2023-06-01 12:00:00,1860.81,1865.55,1856.31,1863.75,91427.716
2023-06-01 13:00:00,1863.75,1866.01,1858.3,1860.43,79453.374
2023-06-01 14:00:00,1860.44,1865.64,1854.77,1859.77,109648.918
2023-06-01 15:00:00,1859.78,1863.97,1857.47,1862.79,59063.643
2023-06-01 16:00:00,1862.8,1883.07,1859.66,1875.69,223978.865
2023-06-01 17:00:00,1875.7,1879.94,1867.44,1870.19,180599.689
2023-06-01 18:00:00,1870.2,1876.76,1869.4,1872.9,62058.145
2023-06-01 19:00:00,1872.9,1874.84,1855.48,1868.62,160889.132
2023-06-01 20:00:00,1868.61,1872.5,1866.64,1868.3,55657.295
2023-06-01 21:00:00,1868.31,1872.72,1866.45,1868.09,47660.938
2023-06-01 22:00:00,1868.1,1869.18,1862.72,1866.5,52555.406
2023-06-01 23:00:00,1866.51,1866.97,1851.48,1860.59,130927.753
2023-06-02 00:00:00,1860.59,1863.96,1846.0,1863.87,220671.458
2023-06-02 01:00:00,1863.87,1869.59,1858.01,1867.31,107567.451
2023-06-02 02:00:00,1867.31,1881.0,1867.25,1877.06,150307.259
2023-06-02 03:00:00,1877.06,1878.94,1874.57,1878.01,47110.652
2023-06-02 04:00:00,1878.01,1888.45,1874.59,1885.5,162891.474
2023-06-02 05:00:00,1885.49,1897.12,1884.99,1892.33,173442.429
2023-06-02 06:00:00,1892.34,1892.34,1887.98,1888.99,74021.699
2023-06-02 07:00:00,1888.99,1889.77,1884.24,1884.99,71804.095
2023-06-02 08:00:00,1884.99,1892.66,1884.88,1891.49,71976.694
2023-06-02 09:00:00,1891.48,1893.88,1888.42,1889.05,53555.713
2023-06-02 10:00:00,1889.04,1891.49,1888.04,1891.49,31949.978
2023-06-02 11:00:00,1891.48,1901.81,1890.19,1894.13,102119.81
2023-06-02 12:00:00,1894.13,1898.6,1880.0,1889.4,270095.508
2023-06-02 13:00:00,1889.4,1892.97,1874.5,1878.27,245827.027
2023-06-02 14:00:00,1878.27,1887.41,1876.57,1884.0,136687.515
2023-06-02 15:00:00,1884.0,1891.77,1884.0,1890.88,94046.447
2023-06-02 16:00:00,1890.89,1893.72,1886.59,1888.24,71398.664
2023-06-02 17:00:00,1888.23,1893.0,1886.01,1892.35,47071.954
2023-06-02 18:00:00,1892.35,1911.0,1889.32,1908.84,210110.59
2023-06-02 19:00:00,1908.84,1909.79,1904.84,1907.31,117655.826
2023-06-02 20:00:00,1907.31,1909.99,1904.06,1904.07,63386.133
2023-06-02 21:00:00,1904.06,1905.7,1901.61,1903.19,42619.239
2023-06-02 22:00:00,1903.19,1907.96,1903.07,1905.12,48376.306
2023-06-02 23:00:00,1905.11,1906.46,1903.42,1905.58,31572.469
2023-06-03 00:00:00,1905.59,1907.09,1901.33,1902.64,72181.608
2023-06-03 01:00:00,1902.64,1904.6,1895.67,1899.38,74290.07
2023-06-03 02:00:00,1899.39,1901.0,1898.21,1898.4,26300.734
2023-06-03 03:00:00,1898.41,1901.14,1898.0,1898.92,27451.214
2023-06-03 04:00:00,1898.93,1901.2,1896.35,1900.59,36940.841
2023-06-03 05:00:00,1900.59,1902.0,1899.0,1900.05,27774.68
2023-06-03 06:00:00,1900.05,1905.53,1900.04,1903.08,37559.844
2023-06-03 07:00:00,1903.09,1904.79,1901.45,1901.64,30685.358
2023-06-03 08:00:00,1901.63,1903.28,1901.05,1901.45,26743.819
2023-06-03 09:00:00,1901.44,1903.54,1900.14,1903.11,24037.516
2023-06-03 10:00:00,1903.11,1905.4,1897.44,1902.74,58249.404
2023-06-03 11:00:00,1902.74,1905.93,1901.29,1902.99,38151.344
2023-06-03 12:00:00,1902.99,1905.99,1902.49,1902.99,25563.478
2023-06-03 13:00:00,1902.98,1903.57,1898.01,1900.95,39522.225
2023-06-03 14:00:00,1900.96,1901.84,1898.19,1898.95,30068.963
