ts,open,high,low,close,volume,slope_10,slope_10_pct,accel_10,body,wick_upper,wick_lower,range,body_pct,is_pinbar_bull,is_pinbar_bear,swing_high_20,swing_low_20,dist_sh_pct,dist_sl_pct,fvg_bull,fvg_bear,fvg_bull_size,fvg_bear_size,liq_sweep_bull,liq_sweep_bear,signed_volume,cvd_10,cvd_10_norm,div_bear,div_bull,atr_14_pct,rsi_14,bb_width,is_squeeze,target
2025-06-01 18:00:00,2537.88,2538.0,2491.56,2518.84,338948.528,5.484545454545437,0.21774092258918534,5.3643030303030335,19.039999999999964,0.11999999999989086,27.2800000000002,46.440000000000055,0.4099913867267431,False,False,2548.63,2465.0,1.182687268742753,2.1374918613330003,0,0,0.0,0.0,0,0,-338948.528,306233.75599999994,0.1552881652660815,0,0,0.8795171637088494,51.90398895907791,2.3587204034059317,0,0.0
2025-06-01 19:00:00,2518.84,2526.28,2510.56,2525.11,121469.23,5.292363636363624,0.2095894292273851,2.481393939393919,6.269999999999982,1.1700000000000728,8.2800000000002,15.720000000000255,0.398854961806681,False,False,2547.0,2465.0,0.8668929274368193,2.380490354875634,0,1,0.0,0.2530582826094654,0,0,121469.23,690752.422,0.37736647791845884,0,0,0.8591342601842297,54.98974701283024,2.342694265598226,0,0.0
2025-06-01 20:00:00,2525.1,2536.0,2518.19,2524.6,102376.164,4.754000000000021,0.1883070585439286,-0.1944242424242537,0.5,10.900000000000091,6.4099999999998545,17.809999999999945,0.028074115663780316,False,False,2547.0,2465.0,0.8872692703794698,2.360770022973933,0,0,0.0,0.0,0,0,-102376.164,472233.99199999997,0.2599421107763452,0,0,0.848318563974474,54.68242906147882,2.338853034727253,0,0.0
2025-06-01 21:00:00,2524.6,2539.91,2523.31,2537.98,78064.867,4.806121212121247,0.18936797028035077,-0.6784242424241897,13.38000000000011,1.9299999999998363,1.2899999999999636,16.59999999999991,0.8060240963369975,False,False,2547.0,2465.0,0.3554007517789731,2.8755151734844255,0,0,0.0,0.0,0,0,78064.867,450768.0229999999,0.25109303810023426,0,0,0.8302903885860136,60.862210573364095,2.5116890183411282,0,0.0
2025-06-01 22:00:00,2537.97,2546.35,2531.0,2534.05,139795.012,3.248909090909111,0.1282101415090117,-2.0434545454545128,3.919999999999618,8.38000000000011,3.050000000000182,15.349999999999909,0.2553745928172161,False,True,2547.0,2465.0,0.511039640101806,2.724887038535158,0,0,0.0,0.0,0,0,-139795.012,541875.8589999999,0.3179807548781262,0,0,0.8154474684935716,58.34549050015536,2.6067356681842484,0,0.0
2025-06-01 23:00:00,2534.06,2544.0,2531.89,2537.89,113048.683,1.9366666666666843,0.0763101106299597,-2.8173333333333366,3.8299999999999272,6.110000000000127,2.1700000000000728,12.110000000000127,0.31626754745529473,False,False,2547.0,2465.0,0.3589596081784525,2.87207089353754,0,0,0.0,0.0,0,0,113048.683,523671.31,0.310616276656235,0,0,0.7901389553630822,60.08239148986415,2.734013698010769,0,0.0
2025-06-02 00:00:00,2537.89,2539.56,2525.17,2533.2,119397.967,0.8499393939393816,0.03355200512945609,-3.9561818181818653,4.690000000000055,1.6700000000000728,8.029999999999745,14.389999999999873,0.32592077829563415,False,False,2547.0,2465.0,0.544765513974427,2.692246960366328,0,0,0.0,0.0,0,0,-119397.967,189949.01999999996,0.11939087808582738,0,0,0.775634285109273,56.9584867494162,2.798118390896881,0,0.0
2025-06-02 01:00:00,2533.21,2540.89,2523.66,2525.0,117658.321,-0.06763636363636276,-0.002678667866786644,-3.316545454545474,8.210000000000036,7.679999999999836,1.3400000000001455,17.230000000000018,0.47649448633334496,False,False,2547.0,2465.0,0.8712871287128714,2.376237623762376,0,0,0.0,0.0,0,0,-117658.321,-81630.85900000001,-0.05250514557715292,0,0,0.7713119667186573,51.87955361725128,2.815778248150612,0,0.0
2025-06-02 02:00:00,2525.0,2526.36,2506.32,2507.65,141658.644,-0.9246060606060685,-0.0368714158916144,-2.8612727272727527,17.34999999999991,1.3600000000001273,1.3299999999999272,20.039999999999964,0.8657684630306473,False,False,2547.0,2465.0,1.5691982533447613,1.7007955655693612,0,0,0.0,0.0,0,0,-141658.644,-533120.326,-0.38449441510015014,0,0,0.7782561164989396,43.118639686141,2.826699815299264,0,0.0
2025-06-02 03:00:00,2507.65,2509.3,2484.05,2495.12,282597.435,-2.0860606060606326,-0.08360562241738403,-2.936000000000014,12.5300000000002,1.650000000000091,11.069999999999709,25.25,0.49623762374273117,False,False,2547.0,2465.0,2.0792587130077957,1.207156369232738,0,1,0.0,0.5755234217191828,0,0,-282597.435,-929849.291,-0.5979681096949212,0,0,0.7985794372615732,38.1129693546868,2.9058584852791314,0,1.0
