ts,open,high,low,close,volume,slope_10,slope_10_pct,accel_10,body,wick_upper,wick_lower,range,body_pct,is_pinbar_bull,is_pinbar_bear,swing_high_20,swing_low_20,dist_sh_pct,dist_sl_pct,fvg_bull,fvg_bear,fvg_bull_size,fvg_bear_size,liq_sweep_bull,liq_sweep_bear,signed_volume,cvd_10,cvd_10_norm,div_bear,div_bull,atr_14_pct,rsi_14,bb_width,is_squeeze,target
2025-06-04 04:00:00,156.5,156.96,155.61,156.34,1405093.78,0.07387878787878821,0.04725520524420379,-0.938060606060603,0.1599999999999966,0.46000000000000796,0.7299999999999898,1.3499999999999943,0.11851851843072499,False,False,163.57,150.48,4.624536267110138,3.7482410131764192,0,0,0.0,0.0,0,0,-1405093.78,8362078.649999999,0.2590328471027399,0,0,2.196936483550239,49.93864445602853,7.163118034046646,0,0.0
2025-06-04 08:00:00,156.34,157.82,155.56,155.83,2071760.92,-0.3836363636363634,-0.2461890288367858,-1.1421212121212123,0.5099999999999909,1.4799999999999898,0.27000000000001023,2.259999999999991,0.22566371671430496,False,True,163.57,150.48,4.966951164730784,3.4332285182570894,0,0,0.0,0.0,0,0,-2071760.92,9420405.4,0.30170788342531624,0,1,2.1502817392108504,48.44215647151773,7.100562835120558,0,0.0
2025-06-04 12:00:00,155.83,157.93,154.51,157.05,4010058.13,-0.5519393939393922,-0.35144182995185747,-1.0007878787878781,1.2199999999999989,0.8799999999999955,1.3200000000000216,3.420000000000016,0.3567251460945228,False,False,163.57,150.48,4.151544094237492,4.183381088825229,0,0,0.0,0.0,0,0,4010058.13,10589146.009999998,0.32690280331922184,0,1,2.136725903704894,52.13711600278453,7.0069670983190875,0,0.0
2025-06-04 16:00:00,157.05,157.5,155.18,155.27,2313957.09,-0.6477575757575764,-0.41718141029018896,-0.7216363636363646,1.7800000000000011,0.44999999999998863,0.09000000000000341,2.319999999999993,0.7672413789796401,False,False,163.57,150.51,5.34552714626134,3.0656276164101364,0,0,0.0,0.0,0,0,-2313957.09,3124496.7800000003,0.10571588790893843,0,1,2.113574713770067,46.86037741950418,6.529090614940807,0,0.0
2025-06-04 20:00:00,155.27,155.55,152.78,153.18,2724495.03,-0.7809090909090903,-0.509798335885292,-0.39727272727272694,2.0900000000000034,0.28000000000000114,0.4000000000000057,2.7700000000000102,0.7545126351066725,False,False,163.57,151.52,6.782869826348079,1.0836923880402118,0,0,0.0,0.0,0,0,-2724495.03,-1364067.4499999995,-0.04470003197018246,0,0,2.11854946351259,41.54376072816795,6.662353634679049,0,0.0
2025-06-05 00:00:00,153.18,154.59,152.89,153.75,1819366.64,-0.7540000000000004,-0.49040650406504094,-0.20206060606060827,0.5699999999999932,0.8400000000000034,0.29000000000002046,1.700000000000017,0.3352941174498196,False,False,163.57,151.52,6.3869918699186945,1.450406504065034,0,1,0.0,0.3837398373983762,0,0,1819366.64,-2038906.8399999996,-0.0683252544595649,0,0,2.0389093094871837,43.4288748118243,6.841756951266478,0,0.0
2025-06-05 04:00:00,153.74,154.09,151.75,152.36,2613362.93,-0.6125454545454555,-0.4020382348027405,0.03521212121212092,1.3799999999999955,0.3499999999999943,0.6100000000000136,2.3400000000000034,0.5897435894915597,False,False,163.57,151.52,7.357574166447872,0.5513258072985058,0,0,0.0,0.0,0,0,-2613362.93,-9539584.229999999,-0.3460478837916091,0,0,2.0202480883328526,40.03805749158088,7.18813693191639,0,0.0
2025-06-05 08:00:00,152.36,152.97,151.16,152.3,2061681.23,-0.4647272727272759,-0.3051393780218489,0.31618181818181446,0.060000000000002274,0.6099999999999852,1.1400000000000148,1.8100000000000023,0.033149171252404984,False,False,163.57,151.16,7.399868680236363,0.7485226526592349,0,0,0.0,0.0,1,0,-2061681.23,-8721525.049999999,-0.3260483337588984,0,0,1.9615725464774012,39.89326483746231,7.512635977154174,0,0.0
2025-06-05 12:00:00,152.31,154.35,148.32,150.81,7162073.52,-0.6595757575757585,-0.43735545227488787,0.09442424242424197,1.5,2.039999999999992,2.490000000000009,6.030000000000001,0.24875621886421947,False,False,163.57,148.32,8.460977388767317,1.6510841456136922,0,0,0.0,0.0,0,0,-7162073.52,-11338597.819999998,-0.38610981532849503,0,0,2.1250568287299094,36.375238539612965,8.076533859742963,0,0.0
2025-06-05 16:00:00,150.8,151.02,144.05,146.13,7124773.28,-0.9632727272727248,-0.6591888915847018,-0.35072727272726933,4.670000000000016,0.21999999999999886,2.079999999999984,6.969999999999999,0.6700143471061696,False,False,163.57,144.05,11.934578799698897,1.4233901320741698,0,1,0.0,0.09580510504344512,0,0,-7124773.28,-21647773.009999998,-0.6499540137251173,0,0,2.377158139244826,28.017731686426885,9.686742476689789,0,1.0
