st_trend,dist_to_st,atr_pct,rsi,adx,bb_width,vol_ratio,label
1.0,1.4677775250697025,1.5925823976747122,47.8226894377179,18.360632690338516,5.017374303736695,0.5077232939443523,0
1.0,0.693048747141253,1.5608970432344944,44.5742194226331,18.183579809328553,5.270985847545726,0.5692228978836107,0
1.0,0.011448613267745579,1.6725569270985736,41.9158472655677,17.07215487518931,5.680538725550213,1.87549922200827,0
1.0,0.6032828237025561,1.6961617465111025,44.98136969074812,16.040117436345728,5.4957780556042914,1.3085053832981939,0
1.0,0.17656183733486328,1.6122180361511147,43.20777212079148,15.081796957419547,5.605126509497444,0.39193166081916675,0
1.0,0.3619380103888745,1.5686078554474354,44.233975539183646,14.787599161838783,5.560303958679813,0.42878395879366354,0
1.0,1.0602601680218569,1.507527010406457,48.07436048510841,13.830293829989712,5.357834743293375,0.5034868442526078,0
-1.0,4.618685086537448,1.5793181375077707,43.13688877855672,13.441990452070813,5.203891911330526,0.6731080739776462,1
-1.0,1.410905371628739,1.8221654860593077,47.732457762323875,30.128242077585366,10.644177200535273,1.4681520993844095,0
1.0,6.333670081127953,1.8286911828549433,59.25817525817041,25.902425661954062,9.386091407792817,1.9696396308968243,0
1.0,2.0757817105286085,1.8000172092090518,45.03914350646104,22.904365269548897,8.266616062160823,0.45127390282776664,0
-1.0,6.890938646701623,1.9845572340654136,34.65593362516171,23.410739763488884,7.914362414570779,1.4847229441807597,0
-1.0,0.8467610066755131,2.0291933205742017,54.631185744479765,21.825743109431137,8.496749951072799,0.9200018893174842,0
-1.0,0.056595893493482194,2.1315499039463544,57.20283433853893,21.00117481741284,7.9657756930056,1.2683923102646144,0
-1.0,0.5942287619892945,2.0572064474350955,54.9162026055224,20.2355042605387,7.784100374776623,0.8752995469691021,0
-1.0,1.6133071050539702,2.0322135372144894,50.831911396326404,19.049862153817138,7.460200709485197,0.8952215808328798,0
-1.0,1.0441624504011153,2.0025083969458457,52.928142435222746,17.874552095247036,7.256489098057936,0.9873260990394981,0
-1.0,2.3925735775208805,2.040429485415092,47.77124109121872,16.80130544500646,6.939254148791585,1.0489043956976518,0
-1.0,1.0780202441983409,2.0221078445769916,52.90855737789863,15.364544351158143,6.631849908572848,0.8234216377859491,0
-1.0,2.3222254836712533,2.0624313131910252,48.223224314728725,14.644132713656147,6.40635791703585,0.9820358685779903,0
1.0,8.814043662440765,2.3644100651351683,62.79159961195033,14.855470532666967,7.011156653092265,2.593203147474859,0
1.0,0.7437091676600912,2.1253140008953375,42.69202863593142,20.436374460394216,11.26860777100542,1.5856323945452608,0
1.0,0.2004289165879049,2.0774621855854285,41.122505675070954,20.3478492204011,10.774728025987304,0.6323784058850146,0
1.0,0.1743925972200099,1.9676756066537058,41.045070493163514,20.26564721183606,10.613967739603027,0.4298344583386617,0
1.0,0.14724292875293216,1.8434120619220105,40.95850573983534,20.063819527214633,10.737241458245576,0.3539338679000127,0
-1.0,5.23867027003873,1.7686282019317514,39.72672018431921,20.356049598821915,10.926022191743655,0.4831899778903097,0
-1.0,1.2710314332858947,1.726635763103967,54.78016939640184,24.277727425382544,4.905708484918861,2.1740847679025,0
-1.0,1.082748032575891,1.744950638731355,55.56350261513728,22.645320598771104,4.006786391168657,1.3550362109064882,0
-1.0,0.4451813805029437,1.8180652122949292,57.51900981903123,21.046730188674825,4.545710015016277,1.5031134686637126,0
1.0,5.9099185772011005,1.7722080186317843,62.506852966036675,20.969859265510596,5.6751688704128505,1.3365557563388155,1
-1.0,5.705679754094927,1.6912250093505978,40.15454451358308,40.3240059428004,5.682095940191241,2.1380843019230533,1
-1.0,0.8400555124429878,1.7879277685068184,52.209798849226424,32.80984378224313,5.950482404781217,3.0343287751389476,0
-1.0,0.8266401714587214,1.9147949716041976,52.27353620584914,31.20932258779189,5.765338523336719,2.254268212821377,1
-1.0,0.04550851563303667,1.86765476799199,55.98384438577227,29.72312433580145,5.822884532430644,0.9960032389379812,1
1.0,5.567120829910935,1.7592159564705303,57.46279994371223,28.34308310181033,6.049730822175902,0.4090550210982536,0
1.0,0.7253149815167769,1.586699129367191,38.09702455970338,17.58885801286813,4.626188461121292,1.185681360965761,0
1.0,1.1378036230389523,1.573458015655027,40.572332162439665,18.077346933593873,5.038378625953413,0.9978780114940433,0
1.0,1.0618967890020092,1.5113835235335338,40.25226839264803,18.530943788553493,5.402660172854098,0.8588651225226718,0
1.0,0.7341792478935611,1.459788046590639,38.83370300627592,19.18000943946179,5.753363977399436,1.1941093938634408,0
-1.0,6.226339415108034,1.7102767841224351,29.707322701398795,21.297933304684,7.167539315781443,2.0654466382731718,0
-1.0,1.0636248285467274,1.2810270470662208,51.38357641581245,31.395283720913984,3.68390257383273,1.1822449594865103,0
-1.0,1.1399126271594255,1.313624522868038,50.90879161357599,30.74883098399162,3.023329934378171,1.4538094306371099,0
-1.0,1.0273668730906365,1.4767227276213577,52.20884213913918,29.275776435452567,3.0191529786388274,1.3008750512033658,0
-1.0,1.5328209565626316,1.4657414480610118,49.44402475745961,27.438661340781927,3.0450740727820693,1.667796209640189,0
-1.0,0.8277211128029207,1.6919911716375942,53.69323188871232,24.246273204517813,3.0403537787595503,1.6607172138863693,0
-1.0,0.16963747878310673,1.5975868253670473,56.732273504074946,22.559585024424848,3.487135082865972,0.9690383412526342,0
