ts,open,high,low,close,volume,rsi_14,rsi_21,macd_line,macd_signal,macd_hist,stoch_k,atr_14,atr_pct,bb_width,bb_pct_b,is_squeeze,dist_ema20_pct,dist_ema50_pct,dist_ema200_pct,vol_climax,vol_ratio,hour,dayofweek,is_london,is_ny,is_asia,target
2025-06-09 06:00:00,149.74,151.04,149.5,150.81,519458.14,46.50678451669674,48.679848219138165,0.10911613526783981,0.4368461212331425,-0.3277299859653027,22.58620689655172,1.1575564127255091,0.767559454098209,4.236049987928514,0.35145067971718447,0,-0.41906687020686884,-0.14135620383994071,-1.0963037975497631,0,1.0332498604780467,6,0,0,0,1,1.0
2025-06-09 07:00:00,150.81,150.84,149.9,150.77,501654.55,46.25600862969256,48.50518874514344,0.04656235919463825,0.35878936882544166,-0.3122270096308034,21.896551724138064,1.1420166689594011,0.7574561709619958,4.067522676570991,0.3290032779872699,0,-0.4032236467720422,-0.1612707211607306,-1.1114910913290548,0,1.0051595533044195,7,0,0,0,0,1.0
2025-06-09 08:00:00,150.78,151.73,150.31,151.68,607708.82,52.52758699755057,52.57022735913554,0.06961495789289529,0.30095448663893243,-0.23133952874603714,37.586206896551765,1.161872621176586,0.7660025192356184,3.810490151575807,0.4556958500662564,0,0.1790285635626568,0.4239440443697736,-0.5095367325605661,0,1.2286654947075688,8,0,1,0,0,1.0
2025-06-09 09:00:00,151.68,154.43,151.25,153.37,1474250.76,61.510533676143,58.89734225244814,0.22169759268049916,0.2851031078472458,-0.06340551516674664,66.72413793103443,1.3060245768068304,0.8515515269001958,3.611618653259526,0.7265118853428064,0,1.1704138634134393,1.4814548683460007,0.5929785554095526,1,2.896766252675497,9,0,1,0,0,1.0
2025-06-09 10:00:00,153.37,155.55,153.16,155.29,1511570.6,68.7462137949822,64.54015158448198,0.49148657899351633,0.3263798020764999,0.16510677691701642,95.70247933884266,1.3834513927492007,0.8908824732752918,3.849177895279485,0.9966530222504235,0,2.1997455741830994,2.641108498496914,1.833507916568516,1,2.854647504818693,10,0,1,0,0,0.0
2025-06-09 11:00:00,155.29,156.6,154.83,155.54,1794664.79,69.54893262925663,65.19345431710056,0.7172017497060779,0.4045441916024155,0.31265755810366236,85.07042253521122,1.4110620075528277,0.9072020107707521,4.091742393887884,0.9671797584575096,0,2.1343011078159435,2.693332499695842,1.9771807027696517,1,3.2174976575460037,11,0,1,0,0,0.0
2025-06-09 12:00:00,155.54,155.74,154.65,155.63,853667.18,69.84915803778752,65.43417660727333,0.8930503677890442,0.5022454268397413,0.39080494094930296,86.3380281690141,1.3881290070133403,0.8919417895093108,4.417583145089346,0.91970777529181,0,1.9803669722381352,2.64195072205277,2.0155187569238686,0,1.506336936229021,12,0,1,0,0,0.0
2025-06-09 13:00:00,155.63,155.77,152.93,153.31,1108624.69,54.83956046322915,55.116702586411,0.8355750643749786,0.5689113543467887,0.2666637100281899,53.66197183098599,1.4918340779409591,0.9730833461228615,4.424042666609847,0.5742571571605636,0,0.4161259072142549,1.0677840052946723,0.48981087761254866,0,1.9049300242701783,13,0,0,1,0,1.0
2025-06-09 14:00:00,153.31,154.7,153.17,154.03,1152182.96,57.865595343695745,57.310149782198906,0.8384582304822175,0.6228207295738746,0.21563750090834288,63.80281690140852,1.4945602152308908,0.9703046258721617,4.444746475274788,0.6780644662370519,0,0.8024939428650769,1.4810518783382438,0.9520871510171343,0,1.9315948327760342,14,0,0,1,0,1.0
2025-06-09 15:00:00,154.03,155.48,153.81,154.93,940675.83,61.35170324446149,59.883310025263896,0.9029569135522024,0.6788479663695401,0.22410894718266228,76.47887323943678,1.5070916284286835,0.9727564890135438,4.520452223837618,0.8013277169994567,0,1.2572961387993187,1.9910544276800377,1.5263749779465734,0,1.5584633259229683,15,0,0,1,0,1.0
2025-06-09 16:00:00,154.93,156.6,154.9,155.48,1011008.9,63.34748307636354,61.37712324684479,0.9870746064013076,0.7404932943758936,0.246581312025414,84.22535211267598,1.5208707978266338,0.9781777706628723,4.706518224163484,0.8566824287339936,0,1.460532669578728,2.2587580360474298,1.8676679331560146,0,1.6405639904409657,16,0,0,1,0,1.0
